id,figür,ana_kategori,evren,oyun_grubu,ölçek,boy,etsy,görsel_sayısı,açıklama_var,klasör
MOV-0087,The Mandalorian,Film-Dizi,Star Wars,Diğer Oyunlar,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Star Wars\The Mandalorian
MOV-0088,DEMOGORGON,Film-Dizi,Stranger Things,Diğer Oyunlar,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Stranger Things\DEMOGORGON
MOV-0089,ELEVEN,Film-Dizi,Stranger Things,Diğer Oyunlar,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Stranger Things\ELEVEN
MOV-0090,Vecna,Film-Dizi,Stranger Things,Diğer Oyunlar,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Stranger Things\Vecna
MOV-0091,Vecna 2,Film-Dizi,Stranger Things,Diğer Oyunlar,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Stranger Things\Vecna 2
MOV-0092,The Ghoul,Film-Dizi,Film-Dizi,Diğer Oyunlar,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\The Ghoul
MOV-0093,The Mask,Film-Dizi,Film-Dizi,Diğer Oyunlar,,,,3,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\The Mask
MOV-0094,TMNT diorama,Film-Dizi,TMNT,Diğer Oyunlar,,,,4,Hayır,C:\Users\baris\NyraCatalogManager\output\film-dizi\TMNT\TMNT diorama
MOV-0095,BUZZ LIGHTYEAR,Film-Dizi,Toy story,Diğer Oyunlar,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Toy story\BUZZ LIGHTYEAR
MOV-0096,WOODY,Film-Dizi,Toy story,Diğer Oyunlar,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\Toy story\WOODY
MOV-0097,Bumblebee,Film-Dizi,transformers,Diğer Oyunlar,,,,9,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\transformers\Bumblebee
MOV-0098,Optimus Prime,Film-Dizi,transformers,Diğer Oyunlar,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\film-dizi\transformers\Optimus Prime
WOW-0001,ARTHAS warcraft 3,Oyun,warcraft 3,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\warcraft 3\ARTHAS warcraft 3
WOW-0002,Alexstrasza,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Alexstrasza
WOW-0003,Alleria Midnight,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Alleria Midnight
WOW-0004,Alleria Windrunner,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Alleria Windrunner
WOW-0005,Anub'arak,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Anub'arak
WOW-0006,Arthas,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Arthas
WOW-0007,Arthas Lich King,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Arthas Lich King
WOW-0008,Baine Bloodhoof,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Baine Bloodhoof
WOW-0009,BlackHand,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\BlackHand
WOW-0010,Bolvar Fordragon,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Bolvar Fordragon
WOW-0011,Bwonsamdi,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Bwonsamdi
WOW-0012,Cairne Bloodhoof,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Cairne Bloodhoof
WOW-0013,Cenarius,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Cenarius
WOW-0014,Chen Stormstout,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Chen Stormstout
WOW-0015,Deathwing,Oyun,World of Warcraft,World of Warcraft,,,,5,Hayır,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Deathwing
WOW-0016,Denathrius,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Denathrius
WOW-0017,Durotan,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Durotan
WOW-0018,Garrosh Hellscream,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Garrosh Hellscream
WOW-0019,Genn Greymane,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Genn Greymane
WOW-0020,Gul'dan,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Gul'dan
WOW-0021,Hogger,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Hogger
WOW-0022,ILLIDAN,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\ILLIDAN
WOW-0023,Illidan vs Arthas diorama,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Illidan vs Arthas diorama
WOW-0024,Jaina Proudmoore,Oyun,World of Warcraft,World of Warcraft,,,,9,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Jaina Proudmoore
WOW-0025,Kael'thas,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Kael'thas
WOW-0026,Kelthuzad,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Kelthuzad
WOW-0027,KIL JAEDEN,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\KIL JAEDEN
WOW-0028,Lady Liadrin,Oyun,World of Warcraft,World of Warcraft,,,,7,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Lady Liadrin
WOW-0029,Lich King,Oyun,World of Warcraft,World of Warcraft,,,,3,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Lich King
WOW-0030,Lich King2,Oyun,World of Warcraft,World of Warcraft,,,,4,Hayır,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Lich King2
WOW-0031,Magni Bronzebeard,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Magni Bronzebeard
WOW-0032,Maiev Shadowsong,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Maiev Shadowsong
WOW-0033,Mal'Ganis,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Mal'Ganis
WOW-0034,Malfurion Stormrage,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Malfurion Stormrage
WOW-0035,Mannoroth,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Mannoroth
WOW-0036,Medivh,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Medivh
WOW-0037,Muradin Bronzebeard,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Muradin Bronzebeard
WOW-0038,Orgrim Doomhammer,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Orgrim Doomhammer
WOW-0039,Paladin,Oyun,World of Warcraft,World of Warcraft,,,,6,Hayır,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Paladin
WOW-0040,Queen Azshara,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Queen Azshara
WOW-0041,Ragnaros,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Ragnaros
WOW-0042,Rexxar and Misha,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Rexxar and Misha
WOW-0043,Sally Whitemane,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Sally Whitemane
WOW-0044,SINDRAGOSA,Oyun,World of Warcraft,World of Warcraft,,,,5,Hayır,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\SINDRAGOSA
WOW-0045,Sylvanas Shadowlands,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Sylvanas Shadowlands
WOW-0046,Sylvanas Windrunner,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Sylvanas Windrunner
WOW-0047,Sylvanas Windrunner 2,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Sylvanas Windrunner 2
WOW-0048,Sylvanas Windrunner 3,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Sylvanas Windrunner 3
WOW-0049,THRALL,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\THRALL
WOW-0050,Thrall 2,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Thrall 2
WOW-0051,Tyrande and Ashalah,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Tyrande and Ashalah
WOW-0052,Tyrande Whisperwind,Oyun,World of Warcraft,World of Warcraft,,,,10,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Tyrande Whisperwind
WOW-0053,Uther Lightbringer,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Uther Lightbringer
WOW-0054,Valeera,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Valeera
WOW-0055,Valeera 2,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Valeera 2
WOW-0056,Varian Wrynn,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Varian Wrynn
WOW-0057,Varok Saurfang,Oyun,World of Warcraft,World of Warcraft,,,,3,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Varok Saurfang
WOW-0058,Voljin,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Voljin
WOW-0059,Winter Queen,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Winter Queen
WOW-0060,Xal'atath,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Xal'atath
WOW-0061,Xal'atath 2,Oyun,World of Warcraft,World of Warcraft,,,,4,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Xal'atath 2
WOW-0062,Yrel,Oyun,World of Warcraft,World of Warcraft,,,,6,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Yrel
WOW-0063,Ysera,Oyun,World of Warcraft,World of Warcraft,,,,1,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Ysera
WOW-0064,Ysera 2,Oyun,World of Warcraft,World of Warcraft,,,,5,Evet,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Ysera 2
WOW-0065,Ysera Dragon,Oyun,World of Warcraft,World of Warcraft,,,,5,Hayır,C:\Users\baris\NyraCatalogManager\output\oyun\World of Warcraft\Ysera Dragon
